timestamps,open,high,low,close,volume,amount
2025-05-16,211.71573318604425,211.92510277199543,209.1335944967917,210.6190643310547,54737900,11528845281.446838
2025-05-19,207.27923550566183,208.84446444770495,203.64029993754312,208.14659118652344,46140500,9603987790.641785
2025-05-20,207.03996203611737,207.83753801206538,204.40797196423648,206.232421875,42496600,8764176739.453125
2025-05-21,204.54755595275296,206.4118779017609,200.10109516487896,201.47689819335938,59211800,11929809800.445557
2025-05-22,200.1010930441042,202.13489740214874,199.0941474443519,200.74911499023438,46742400,9383495432.519531
2025-05-23,193.0824298832746,197.10020219746903,192.8730755135501,194.67758178710938,78432900,15269127304.55017
2025-05-27,197.6983910952664,200.1309909415137,196.83102019804124,199.60260009765625,56288500,11235330955.596924
2025-05-28,199.98143310081724,202.11494001836002,199.2935240345892,199.81195068359375,45339700,9059413900.408936
2025-05-29,202.96236033905296,203.19165828241367,197.90773491315443,199.34336853027344,51396800,10245611243.676758
2025-05-30,198.7651407343476,201.3472946799051,196.18300200128658,200.24066162109375,70819900,14181023631.939697
2025-06-02,199.67238359256916,201.51677709467234,199.51286535414474,201.08807373046875,35423300,7123203162.176514
2025-06-03,200.73914706631285,203.1518034040851,200.35033086337637,202.6533203125,46381600,9399385241.40625
2025-06-04,202.29440469878628,205.6143037964219,201.48686455307688,202.20468139648438,43604000,8816932927.612305
2025-06-05,202.8826044104843,204.12881205428334,199.54276184010462,200.0213165283203,55126100,11026395097.071838
2025-06-06,202.38413874603313,205.07594444547604,201.43702389784912,203.3013458251953,46607700,9475408135.816956
2025-06-09,203.76990423179717,205.3750202901374,199.41316716451473,200.8388214111328,72862600,14633638708.950806
2025-06-10,199.99141796230995,203.73004106569937,199.96151019448254,202.0551300048828,54672600,11046879300.704956
2025-06-11,202.88260699920767,203.8795731269679,197.80805305990708,198.1769256591797,60989900,12086790878.260803
2025-06-12,198.47602627663701,199.07419684911244,196.7612432530472,198.5956573486328,43904600,8719262897.628784
2025-06-13,199.12403626091725,199.76209396079906,195.1062640673262,195.85398864746094,51447300,10076158910.142517
2025-06-16,196.701426450214,198.08720880439395,195.96366601516638,197.81802368164062,43020700,8510269851.400757
2025-06-17,196.60172782081946,197.7881200100286,194.61777485692886,195.0464630126953,38856200,7578764376.113892
2025-06-18,195.34553910938874,196.97059871241268,194.4781834746436,195.9835968017578,45394700,8896616581.736755
2025-06-20,197.63859168364695,201.0880863339216,196.26277341287403,200.3902130126953,96813500,19400477887.504578
2025-06-23,201.01828233775666,201.686247808318,198.3563846401482,200.888671875,55814300,11212460598.632812
2025-06-24,201.9753521214132,202.82277936444737,199.59260382672892,199.6923065185547,54064000,10796164859.61914
2025-06-25,200.83881944772682,203.052085424857,200.01133575244882,200.948486328125,39525700,7942629586.05957
2025-06-26,200.81890119127095,202.02523702778157,198.85489170599743,200.3902130126953,50799100,10179642469.85321
2025-06-27,201.27751091280393,202.6034778198992,199.39324535272064,200.469970703125,73188600,14672116497.802734
